"Species";"Latitude";"Longitude";"Source"
"Dictyota dichotoma";55,07219;-1,44633;"Marinespeed"
"Dictyota dichotoma";60,01009;-1,18661;"Marinespeed"
"Dictyota dichotoma";51,78634;-5,10387;"Marinespeed"
"Dictyota dichotoma";51,59631;-3,97093;"Marinespeed"
"Dictyota dichotoma";51,50088;-3,75066;"Marinespeed"
"Dictyota dichotoma";51,8948;-5,29963;"Marinespeed"
"Dictyota dichotoma";54,85165;-5,03795;"Marinespeed"
"Dictyota dichotoma";54,77584;-4,41012;"Marinespeed"
"Dictyota dichotoma";50,57396;-2,21185;"Marinespeed"
"Dictyota dichotoma";50,08191;-5,31952;"Marinespeed"
"Dictyota dichotoma";51,6837;-10,02423;"Marinespeed"
"Dictyota dichotoma";60,53917;5,26306;"Marinespeed"
"Dictyota dichotoma";55,58389;-6,32719;"Marinespeed"
"Dictyota dichotoma";54,76877;-4,08862;"Marinespeed"
"Dictyota dichotoma";55,90781;-5,62991;"Marinespeed"
"Dictyota dichotoma";57,85356;-6,72306;"Marinespeed"
"Dictyota dichotoma";59,46852;5,74861;"Marinespeed"
"Dictyota dichotoma";54,70093;-4,89547;"Marinespeed"
"Dictyota dichotoma";56,19454;-2,5665;"Marinespeed"
"Dictyota dichotoma";52,96487;-4,48166;"Marinespeed"
"Dictyota dichotoma";52,06159;1,48924;"Marinespeed"
"Dictyota dichotoma";57,8259;-8,64141;"Marinespeed"
"Dictyota dichotoma";38,71;-9,4;"Marinespeed"
"Dictyota dichotoma";43,4;-2,94;"Marinespeed"
"Dictyota dichotoma";43,39;-1,83;"Marinespeed"
"Dictyota dichotoma";40,55;8,32;"Marinespeed"
"Dictyota dichotoma";47,84;-4,01;"Marinespeed"
"Dictyota dichotoma";54,84628;-4,7937;"Marinespeed"
"Dictyota dichotoma";50,7529;0,13592;"Marinespeed"
"Dictyota dichotoma";55,79107;-5,16897;"Marinespeed"
"Dictyota dichotoma";52,41215;-4,09167;"Marinespeed"
"Dictyota dichotoma";54,66507;-8,78349;"Marinespeed"
"Dictyota dichotoma";51,4482;-3,66229;"Marinespeed"
"Dictyota dichotoma";50,90424;-4,6315;"Marinespeed"
"Dictyota dichotoma";57,89749;-5,45953;"Marinespeed"
"Dictyota dichotoma";54,20833333;-4,375;"Marinespeed"
"Dictyota dichotoma";58,21238;-6,26791;"Marinespeed"
"Dictyota dichotoma";55,85723;-6,41916;"Marinespeed"
"Dictyota dichotoma";52,09109;-6,85088;"Marinespeed"
"Dictyota dichotoma";55,4089;-5,54684;"Marinespeed"
"Dictyota dichotoma";51,43252;-9,51651;"Marinespeed"
"Dictyota dichotoma";53,09746;-9,66476;"Marinespeed"
"Dictyota dichotoma";55,30037;-5,07218;"Marinespeed"
"Dictyota dichotoma";57,96251;7,5612;"Marinespeed"
"Dictyota dichotoma";55,15677;-7,12532;"Marinespeed"
"Dictyota dichotoma";53,63441;-10,26037;"Marinespeed"
"Dictyota dichotoma";51,80917;-8,27547;"Marinespeed"
"Dictyota dichotoma";53,76408;-9,90309;"Marinespeed"
"Dictyota dichotoma";55,79166667;-6,291666667;"Marinespeed"
"Dictyota dichotoma";57,27118;-5,59222;"Marinespeed"
"Dictyota dichotoma";56,10928;-5,5668;"Marinespeed"
"Dictyota dichotoma";55,48031;-5,08538;"Marinespeed"
"Dictyota dichotoma";56,93967;-7,38534;"Marinespeed"
"Dictyota dichotoma";50,27603;-4,66477;"Marinespeed"
"Dictyota dichotoma";59,29852;-2,51538;"Marinespeed"
"Dictyota dichotoma";59,21572;-2,55792;"Marinespeed"
"Dictyota dichotoma";36,73;-3,84;"Marinespeed"
"Dictyota dichotoma";41,69;2,82;"Marinespeed"
"Dictyota dichotoma";51,59425;-9,74899;"Marinespeed"
"Dictyota dichotoma";51,50328;-8,99659;"Marinespeed"
"Dictyota dichotoma";51,69395;-9,96811;"Marinespeed"
"Dictyota dichotoma";40,17;-8,87;"Marinespeed"
"Dictyota dichotoma";37,82;-8,78;"Marinespeed"
"Dictyota dichotoma";57,87252;-5,54993;"Marinespeed"
"Dictyota dichotoma";54,7619;-5,03122;"Marinespeed"
"Dictyota dichotoma";56,73664;-6,18242;"Marinespeed"
"Dictyota dichotoma";58,45362;-5,02956;"Marinespeed"
"Dictyota dichotoma";57,5555;-5,67874;"Marinespeed"
"Dictyota dichotoma";57,35485;-5,55881;"Marinespeed"
"Dictyota dichotoma";57,81441;-6,83088;"Marinespeed"
"Dictyota dichotoma";51,90267;-5,38673;"Marinespeed"
"Dictyota dichotoma";55,69695;-1,79554;"Marinespeed"
"Dictyota dichotoma";50,7095;-2,03612;"Marinespeed"
"Dictyota dichotoma";59,02346;-2,88927;"Marinespeed"
"Dictyota dichotoma";40,16;-8,82;"Marinespeed"
"Dictyota dichotoma";39,43;2,48;"Marinespeed"
"Dictyota dichotoma";36,15;-6,05;"Marinespeed"
"Dictyota dichotoma";41,33;2,17;"Marinespeed"
"Dictyota dichotoma";54,66595;-5,77022;"Marinespeed"
"Dictyota dichotoma";52,33313;-10,06537;"Marinespeed"
"Dictyota dichotoma";51,12966;1,36413;"Marinespeed"
"Dictyota dichotoma";51,73748;-5,31205;"Marinespeed"
"Dictyota dichotoma";58,81448;-3,08478;"Marinespeed"
"Dictyota dichotoma";60,3284;-1,72201;"Marinespeed"
"Dictyota dichotoma";51,77367;0,89565;"Marinespeed"
"Dictyota dichotoma";57,70066;-2,12333;"Marinespeed"
"Dictyota dichotoma";56,78701;-6,10119;"Marinespeed"
"Dictyota dichotoma";53,33636;-3,82868;"Marinespeed"
"Dictyota dichotoma";38,58275;-0,00764;"Marinespeed"
"Dictyota dichotoma";55,59913;-6,22561;"Marinespeed"
"Dictyota dichotoma";55,37489;-7,39185;"Marinespeed"
"Dictyota dichotoma";50,51524;-2,45915;"Marinespeed"
"Dictyota dichotoma";49,44769;-2,34533;"Marinespeed"
"Dictyota dichotoma";52,47564;-4,06081;"Marinespeed"
"Dictyota dichotoma";54,81595;-5,76663;"Marinespeed"
"Dictyota dichotoma";37,53;-1,13;"Marinespeed"
"Dictyota dichotoma";57,52322;-6,6551;"Marinespeed"
"Dictyota dichotoma";55,01942;-5,10619;"Marinespeed"
"Dictyota dichotoma";58,01336;6,99817;"Marinespeed"
"Dictyota dichotoma";58,05886;6,92331;"Marinespeed"
"Dictyota dichotoma";60,13182;-0,99638;"Marinespeed"
"Dictyota dichotoma";59,14119;-2,735;"Marinespeed"
"Dictyota dichotoma";50,75228;-1,36202;"Marinespeed"
"Dictyota dichotoma";60,49392;-1,30922;"Marinespeed"
"Dictyota dichotoma";56,97023;-6,36094;"Marinespeed"
"Dictyota dichotoma";56,55594;-6,68368;"Marinespeed"
"Dictyota dichotoma";50,90489;-1,41122;"Marinespeed"
"Dictyota dichotoma";59,29225;-3,19651;"Marinespeed"
"Dictyota dichotoma";58,25994;-5,12215;"Marinespeed"
"Dictyota dichotoma";43,28507;5,03193;"Marinespeed"
"Dictyota dichotoma";54,89327;-8,40262;"Marinespeed"
"Dictyota dichotoma";53,36266;-9,63038;"Marinespeed"
"Dictyota dichotoma";51,83068;-8,29881;"Marinespeed"
"Dictyota dichotoma";55,00196;-5,05009;"Marinespeed"
"Dictyota dichotoma";60,57;4,93;"Marinespeed"
"Dictyota dichotoma";56,0679;-5,89415;"Marinespeed"
"Dictyota dichotoma";57,125;-5,625;"Marinespeed"
"Dictyota dichotoma";57,51488;-7,23425;"Marinespeed"
"Dictyota dichotoma";56,94338;-7,44516;"Marinespeed"
"Dictyota dichotoma";36,4756;-4,7117;"Marinespeed"
"Dictyota dichotoma";55,20833333;-4,958333333;"Marinespeed"
"Dictyota dichotoma";50,85843;0,60831;"Marinespeed"
"Dictyota dichotoma";56,59397;-6,80663;"Marinespeed"
"Dictyota dichotoma";53,35044;-9,87737;"Marinespeed"
"Dictyota dichotoma";41,96;3,23;"Marinespeed"
"Dictyota dichotoma";40,57;8,16;"Marinespeed"
"Dictyota dichotoma";36,186;-5,941;"Marinespeed"
"Dictyota dichotoma";59,25483;-2,42703;"Marinespeed"
"Dictyota dichotoma";58,17933;-6,8872;"Marinespeed"
"Dictyota dichotoma";53,59053;-3,07277;"Marinespeed"
"Dictyota dichotoma";44,12;15,23;"Marinespeed"
"Dictyota dichotoma";53,45833333;-4,375;"Marinespeed"
"Dictyota dichotoma";51,06962;1,21199;"Marinespeed"
"Dictyota dichotoma";57,05395;-6,53585;"Marinespeed"
"Dictyota dichotoma";50,15948;-5,5707;"Marinespeed"
"Dictyota dichotoma";51,46056;-9,74079;"Marinespeed"
"Dictyota dichotoma";51,49782;-9,61978;"Marinespeed"
"Dictyota dichotoma";54,10105;-6,2242;"Marinespeed"
"Dictyota dichotoma";55,79188;-6,03096;"Marinespeed"
"Dictyota dichotoma";57,22972;-5,65781;"Marinespeed"
"Dictyota dichotoma";56,5376;-5,76977;"Marinespeed"
"Dictyota dichotoma";51,71847;0,79799;"Marinespeed"
"Dictyota dichotoma";50,19644;-4,907;"Marinespeed"
"Dictyota dichotoma";54,46163;-0,54583;"Marinespeed"
"Dictyota dichotoma";41,96;-8,94;"Marinespeed"
"Dictyota dichotoma";58,12283;8,23385;"Marinespeed"
"Dictyota dichotoma";52,22089;-4,31695;"Marinespeed"
"Dictyota dichotoma";53,87578;-10,20208;"Marinespeed"
"Dictyota dichotoma";56,5869;-6,00448;"Marinespeed"
"Dictyota dichotoma";59,09838;-3,36435;"Marinespeed"
"Dictyota dichotoma";49,25249;-2,18319;"Marinespeed"
"Dictyota dichotoma";51,3884;-3,4596;"Marinespeed"
"Dictyota dichotoma";54,76495;-8,69622;"Marinespeed"
"Dictyota dichotoma";51,34798;0,99971;"Marinespeed"
"Dictyota dichotoma";58,31498;6,30399;"Marinespeed"
"Dictyota dichotoma";40,12;0,12;"Marinespeed"
"Dictyota dichotoma";41,87;3,18;"Marinespeed"
"Dictyota dichotoma";55,8589;-5,90517;"Marinespeed"
"Dictyota dichotoma";57,99978;-6,71015;"Marinespeed"
"Dictyota dichotoma";57,67684;-6,11739;"Marinespeed"
"Dictyota dichotoma";57,29166667;-6,041666667;"Marinespeed"
"Dictyota dichotoma";58,42812;-5,11818;"Marinespeed"
"Dictyota dichotoma";51,38022;1,31636;"Marinespeed"
"Dictyota dichotoma";50,09275;-5,15664;"Marinespeed"
"Dictyota dichotoma";56,05678;-2,6239;"Marinespeed"
"Dictyota dichotoma";59,32442;-2,55092;"Marinespeed"
"Dictyota dichotoma";51,95228;1,22159;"Marinespeed"
"Dictyota dichotoma";56,0103;-2,57342;"Marinespeed"
"Dictyota dichotoma";56,00687;-2,53648;"Marinespeed"
"Dictyota dichotoma";56,95616;-2,24666;"Marinespeed"
"Dictyota dichotoma";50,75431;0,27566;"Marinespeed"
"Dictyota dichotoma";53,08886;-9,26882;"Marinespeed"
"Dictyota dichotoma";50,66149;-1,22175;"Marinespeed"
"Dictyota dichotoma";56,5742;-6,60445;"Marinespeed"
"Dictyota dichotoma";51,71474;-9,44924;"Marinespeed"
"Dictyota dichotoma";60,45857;-1,54544;"Marinespeed"
"Dictyota dichotoma";54,8091;-4,68839;"Marinespeed"
"Dictyota dichotoma";50,67943;-1,69354;"Marinespeed"
"Dictyota dichotoma";53,62781;-9,87077;"Marinespeed"
"Dictyota dichotoma";52,76088;-4,72058;"Marinespeed"
"Dictyota dichotoma";50,02091;-5,67143;"Marinespeed"
"Dictyota dichotoma";55,2045;-7,87299;"Marinespeed"
"Dictyota dichotoma";60,74445;-0,79936;"Marinespeed"
"Dictyota dichotoma";55,97256;-6,00645;"Marinespeed"
"Dictyota dichotoma";57,5139;-6,71242;"Marinespeed"
"Dictyota dichotoma";54,15476;-0,18903;"Marinespeed"
"Dictyota dichotoma";50,60715;-3,35896;"Marinespeed"
"Dictyota dichotoma";57,79238;-8,52388;"Marinespeed"
"Dictyota dichotoma";43,31;-2,2;"Marinespeed"
"Dictyota dichotoma";61,09465;4,70252;"Marinespeed"
"Dictyota dichotoma";51,79166667;-8,208333333;"Marinespeed"
"Dictyota dichotoma";53,35618;-9,70212;"Marinespeed"
"Dictyota dichotoma";50,71366;-4,68527;"Marinespeed"
"Dictyota dichotoma";56,14459;-2,88527;"Marinespeed"
"Dictyota dichotoma";60,6374;-1,36009;"Marinespeed"
"Dictyota dichotoma";51,9377;1,29332;"Marinespeed"
"Dictyota dichotoma";54,12032;-10,08717;"Marinespeed"
"Dictyota dichotoma";54,77298;-3,99864;"Marinespeed"
"Dictyota dichotoma";54,90671;-5,01167;"Marinespeed"
"Dictyota dichotoma";51,702;-8,37383;"Marinespeed"
"Dictyota dichotoma";52,85779;-9,45734;"Marinespeed"
"Dictyota dichotoma";57,19429;-6,02205;"Marinespeed"
"Dictyota dichotoma";54,42444;-0,51786;"Marinespeed"
"Dictyota dichotoma";53,06547;-4,35458;"Marinespeed"
"Dictyota dichotoma";53,68218;-10,11388;"Marinespeed"
"Dictyota dichotoma";50,82376;-0,28828;"Marinespeed"
"Dictyota dichotoma";56,55078;-6,7482;"Marinespeed"
"Dictyota dichotoma";60,65905;-0,89402;"Marinespeed"
"Dictyota dichotoma";55,88588;-6,12553;"Marinespeed"
"Dictyota dichotoma";57,04013;-5,7744;"Marinespeed"
"Dictyota dichotoma";55,99012;-2,45609;"Marinespeed"
"Dictyota dichotoma";59,19312;-2,59082;"Marinespeed"
"Dictyota dichotoma";50,59982;-1,35914;"Marinespeed"
"Dictyota dichotoma";54,67215;-5,02453;"Marinespeed"
"Dictyota dichotoma";54,32693;-5,4634;"Marinespeed"
"Dictyota dichotoma";57,96368;-5,52089;"Marinespeed"
"Dictyota dichotoma";56,53584;-6,85543;"Marinespeed"
"Dictyota dichotoma";58,36793;-6,21482;"Marinespeed"
"Dictyota dichotoma";58,59556;-3,0539;"Marinespeed"
"Dictyota dichotoma";55,91863;-1,992;"Marinespeed"
"Dictyota dichotoma";51,33494;1,37412;"Marinespeed"
"Dictyota dichotoma";50,16369;-5,43094;"Marinespeed"
"Dictyota dichotoma";56,12381;-6,13812;"Marinespeed"
"Dictyota dichotoma";51,04047;-4,24614;"Marinespeed"
"Dictyota dichotoma";54,84766;-5,19348;"Marinespeed"
"Dictyota dichotoma";54,61815;-8,67952;"Marinespeed"
"Dictyota dichotoma";50,65736;-0,88012;"Marinespeed"
"Dictyota dichotoma";51,75958;-10,13342;"Marinespeed"
"Dictyota dichotoma";50,77166;-1,36956;"Marinespeed"
"Dictyota dichotoma";59,17165;-3,12231;"Marinespeed"
"Dictyota dichotoma";52,63448;-4,2279;"Marinespeed"
"Dictyota dichotoma";59,1916;-2,71508;"Marinespeed"
"Dictyota dichotoma";39,43;3,29;"Marinespeed"
"Dictyota dichotoma";30,875;-9,875;"Marinespeed"
"Dictyota dichotoma";50,74918;-0,93677;"Marinespeed"
"Dictyota dichotoma";50,90424;0,6315;"Marinespeed"
"Dictyota dichotoma";57,283;-5,64982;"Marinespeed"
"Dictyota dichotoma";50,23456;-4,85742;"Marinespeed"
"Dictyota dichotoma";40,95;0,92;"Marinespeed"
"Dictyota dichotoma";42,2;-8,81;"Marinespeed"
"Dictyota dichotoma";57,6849;-3,02398;"Marinespeed"
"Dictyota dichotoma";55,83819;-2,0503;"Marinespeed"
"Dictyota dichotoma";49,70148;-2,2412;"Marinespeed"
"Dictyota dichotoma";57,69679;-2,28942;"Marinespeed"
"Dictyota dichotoma";51,73684;0,85708;"Marinespeed"
"Dictyota dichotoma";56,92449;-6,69201;"Marinespeed"
"Dictyota dichotoma";52,69087;-4,38025;"Marinespeed"
"Dictyota dichotoma";37,08;-8,31;"Marinespeed"
"Dictyota dichotoma";56,35052;-5,85816;"Marinespeed"
"Dictyota dichotoma";57,80635;-6,8062;"Marinespeed"
"Dictyota dichotoma";57,35168;-5,60674;"Marinespeed"
"Dictyota dichotoma";59,41517;5,72502;"Marinespeed"
"Dictyota dichotoma";55,71505;-5,29023;"Marinespeed"
"Dictyota dichotoma";51,23671;-3,82299;"Marinespeed"
"Dictyota dichotoma";54,14236;-0,1421;"Marinespeed"
"Dictyota dichotoma";59,50922;-1,64927;"Marinespeed"
"Dictyota dichotoma";52,98104;0,76718;"Marinespeed"
"Dictyota dichotoma";56,96923;-7,55277;"Marinespeed"
"Dictyota dichotoma";56,77605;-2,40912;"Marinespeed"
"Dictyota dichotoma";56,51906;-7,05024;"Marinespeed"
"Dictyota dichotoma";52,70833333;-4,041666667;"Marinespeed"
"Dictyota dichotoma";56,53242;-6,98688;"Marinespeed"
"Dictyota dichotoma";51,529;3,93;"Marinespeed"
"Dictyota dichotoma";52,19074;-6,7578;"Marinespeed"
"Dictyota dichotoma";57,0911;-7,35939;"Marinespeed"
"Dictyota dichotoma";57,54462;-5,65089;"Marinespeed"
"Dictyota dichotoma";52,15413;-6,98913;"Marinespeed"
"Dictyota dichotoma";55,97173;-5,3577;"Marinespeed"
"Dictyota dichotoma";59,43038;5,62493;"Marinespeed"
"Dictyota dichotoma";59,00046;-2,96528;"Marinespeed"
"Dictyota dichotoma";59,12801;-2,68056;"Marinespeed"
"Dictyota dichotoma";37,206;-7,044;"Marinespeed"
"Dictyota dichotoma";58,07176;7,88571;"Marinespeed"
"Dictyota dichotoma";57,97971;7,21722;"Marinespeed"
"Dictyota dichotoma";45,61;13,71;"Marinespeed"
"Dictyota dichotoma";60,77176;-0,95073;"Marinespeed"
"Dictyota dichotoma";50,75384;-0,57299;"Marinespeed"
"Dictyota dichotoma";53,82833;-9,9754;"Marinespeed"
"Dictyota dichotoma";57,52386;-5,65383;"Marinespeed"
"Dictyota dichotoma";59,12624;-5,83196;"Marinespeed"
"Dictyota dichotoma";56,52339;-5,45437;"Marinespeed"
"Dictyota dichotoma";60,5725;5,24194;"Marinespeed"
"Dictyota dichotoma";54,4751;-5,43649;"Marinespeed"
"Dictyota dichotoma";56,49857;-6,30576;"Marinespeed"
"Dictyota dichotoma";56,1309;-5,56559;"Marinespeed"
"Dictyota dichotoma";51,70588;-5,05057;"Marinespeed"
"Dictyota dichotoma";51,80772;1,00811;"Marinespeed"
"Dictyota dichotoma";51,02001;-4,50043;"Marinespeed"
"Dictyota dichotoma";38,63;0,07;"Marinespeed"
"Dictyota dichotoma";40,21;0,24;"Marinespeed"
"Dictyota dichotoma";37,18;-8,94;"Marinespeed"
"Dictyota dichotoma";51,44002;-3,60443;"Marinespeed"
"Dictyota dichotoma";54,07059;-4,70311;"Marinespeed"
"Dictyota dichotoma";51,86715;-5,20969;"Marinespeed"
"Dictyota dichotoma";56,64196;-5,34364;"Marinespeed"
"Dictyota dichotoma";56,77647;-2,24548;"Marinespeed"
"Dictyota dichotoma";60,21298;5,44478;"Marinespeed"
"Dictyota dichotoma";50,72537;-0,45624;"Marinespeed"
"Dictyota dichotoma";59,29678;-2,50131;"Marinespeed"
"Dictyota dichotoma";41,78;3,06;"Marinespeed"
"Dictyota dichotoma";55,68942;-4,87902;"Marinespeed"
"Dictyota dichotoma";57,13745;-5,67681;"Marinespeed"
"Dictyota dichotoma";50,34375;-3,56227;"Marinespeed"
"Dictyota dichotoma";59,12204;-2,92152;"Marinespeed"
"Dictyota dichotoma";57,51667;-7,21276;"Marinespeed"
"Dictyota dichotoma";59,21667;-2,72962;"Marinespeed"
"Dictyota dichotoma";59,88604;5,52243;"Marinespeed"
"Dictyota dichotoma";58,11027;-7,11063;"Marinespeed"
"Dictyota dichotoma";50,25754;-5,29734;"Marinespeed"
"Dictyota dichotoma";52,00011;-5,01226;"Marinespeed"
"Dictyota dichotoma";57,85363;-6,80492;"Marinespeed"
"Dictyota dichotoma";54,29166667;-4,375;"Marinespeed"
"Dictyota dichotoma";50,8391;-0,93473;"Marinespeed"
"Dictyota dichotoma";54,35564;-5,4824;"Marinespeed"
"Dictyota dichotoma";51,89448;-7,88591;"Marinespeed"
"Dictyota dichotoma";51,82474;-9,74166;"Marinespeed"
"Dictyota dichotoma";56,34516;-2,79202;"Marinespeed"
"Dictyota dichotoma";58,84049;-2,77974;"Marinespeed"
"Dictyota dichotoma";56,49807;-6,95715;"Marinespeed"
"Dictyota dichotoma";50,79166667;-0,708333333;"Marinespeed"
"Dictyota dichotoma";56,5256;-5,92478;"Marinespeed"
"Dictyota dichotoma";49,48509;-2,59098;"Marinespeed"
"Dictyota dichotoma";57,45606;-6,74335;"Marinespeed"
"Dictyota dichotoma";56,38351;-5,59891;"Marinespeed"
"Dictyota dichotoma";51,95667;1,25831;"Marinespeed"
"Dictyota dichotoma";51,96627;1,17017;"Marinespeed"
"Dictyota dichotoma";43,49;-3,68;"Marinespeed"
"Dictyota dichotoma";39,52;-9,17;"Marinespeed"
"Dictyota dichotoma";37,184;-7,338;"Marinespeed"
"Dictyota dichotoma";43,57;-6,19;"Marinespeed"
"Dictyota dichotoma";54,000973;-4,900424;"Marinespeed"
"Dictyota dichotoma";52,660989;-4,515071;"Marinespeed"
"Dictyota dichotoma";52,753853;-4,372222;"Marinespeed"
"Dictyota dichotoma";51,651614;-5,326284;"Marinespeed"
"Dictyota dichotoma";52,833922;-4,822013;"Marinespeed"
"Dictyota dichotoma";51,569657;-5,031629;"Marinespeed"
"Dictyota dichotoma";54,029758;-3,222805;"Marinespeed"
"Dictyota dichotoma";50,619363;-1,718652;"Marinespeed"
"Dictyota dichotoma";50,618937;-1,577301;"Marinespeed"
"Dictyota dichotoma";50,528414;-1,437026;"Marinespeed"
"Dictyota dichotoma";41,697222;-8,853889;"Marinespeed"
"Dictyota dichotoma";40,82324722;24,32196528;"Marinespeed"
"Dictyota dichotoma";40,92656667;24,41184167;"Marinespeed"
"Dictyota dichotoma";40,73833056;24,14333056;"Marinespeed"
"Dictyota dichotoma";39,50194444;23,1;"Marinespeed"
"Dictyota dichotoma";39,96222222;23,91916667;"Marinespeed"
"Dictyota dichotoma";40,23027778;23,77083333;"Marinespeed"
"Dictyota dichotoma";39,95472222;23,68611111;"Marinespeed"
"Dictyota dichotoma";40,06833333;23,73361111;"Marinespeed"
"Dictyota dichotoma";45,05;13,63333333;"Marinespeed"
"Dictyota dichotoma";45,08333333;13,61666667;"Marinespeed"
"Dictyota dichotoma";45,529483;13,563751;"Marinespeed"
"Dictyota dichotoma";45,542232;13,660958;"Marinespeed"
"Dictyota dichotoma";45,513104;13,583964;"Marinespeed"
"Dictyota dichotoma";45,550503;13,725472;"Marinespeed"
"Dictyota dichotoma";45,591255;13,699852;"Marinespeed"
"Dictyota dichotoma";45,539235;13,618947;"Marinespeed"
"Dictyota dichotoma";56,456351;-6,871431;"Marinespeed"
"Dictyota dichotoma";56,731222;-2,328482;"Marinespeed"
"Dictyota dichotoma";50,108553;-5,777647;"Marinespeed"
"Dictyota dichotoma";52,139326;-6,247991;"Marinespeed"
"Dictyota dichotoma";55,113625;-7,060526;"Marinespeed"
"Dictyota dichotoma";50,027542;-5,491962;"Marinespeed"
"Dictyota dichotoma";50,15576;-3,821176;"Marinespeed"
"Dictyota dichotoma";54,800771;-5,268719;"Marinespeed"
"Dictyota dichotoma";50,616628;-1,153278;"Marinespeed"
"Dictyota dichotoma";51,424536;-9,438413;"Marinespeed"
"Dictyota dichotoma";53,219281;-9,647532;"Marinespeed"
"Dictyota dichotoma";55,662531;-6,453853;"Marinespeed"
"Dictyota dichotoma";53,478846;-10,260134;"Marinespeed"
"Dictyota dichotoma";51,521818;-8,577012;"Marinespeed"
"Dictyota dichotoma";57,638759;-6,525902;"Marinespeed"
"Dictyota dichotoma";51,12768;-4,716698;"Marinespeed"
"Dictyota dichotoma";51,498976;-4,162382;"Marinespeed"
"Dictyota dichotoma";51,792773;-7,855791;"Marinespeed"
"Dictyota dichotoma";53,927715;-10,284322;"Marinespeed"
"Dictyota dichotoma";54,980204;-5,283296;"Marinespeed"
"Dictyota dichotoma";55,616374;-5,018607;"Marinespeed"
"Dictyota dichotoma";50,031657;-5,352596;"Marinespeed"
"Dictyota dichotoma";51,496232;-4,306326;"Marinespeed"
"Dictyota dichotoma";51,426211;-9,294685;"Marinespeed"
"Dictyota dichotoma";54,487566;-8,463644;"Marinespeed"
"Dictyota dichotoma";52,145022;-6,68603;"Marinespeed"
"Dictyota dichotoma";51,047003;-4,283932;"Marinespeed"
"Dictyota dichotoma";56,360392;-7,021235;"Marinespeed"
"Dictyota dichotoma";50,529686;-2,142444;"Marinespeed"
"Dictyota dichotoma";54,004556;-4,748048;"Marinespeed"
"Dictyota dichotoma";51,422684;-9,582126;"Marinespeed"
"Dictyota dichotoma";51,573294;-4,887534;"Marinespeed"
"Dictyota dichotoma";55,206667;-8,314888;"Marinespeed"
"Dictyota dichotoma";54,715127;-5,106514;"Marinespeed"
"Dictyota dichotoma";51,501543;-4,018415;"Marinespeed"
"Dictyota dichotoma";54,639663;-4,480761;"Marinespeed"
"Dictyota dichotoma";52,498618;-6,233737;"Marinespeed"
"Dictyota dichotoma";51,493312;-4,450247;"Marinespeed"
"Dictyota dichotoma";53,224641;-9,198533;"Marinespeed"
"Dictyota dichotoma";52,058061;-6,98018;"Marinespeed"
"Dictyota dichotoma";51,027244;1,135957;"Marinespeed"
"Dictyota dichotoma";50,528398;-2,565688;"Marinespeed"
"Dictyota dichotoma";54,110067;-10,141408;"Marinespeed"
"Dictyota dichotoma";50,238284;-4,245041;"Marinespeed"
"Dictyota dichotoma";52,498608;-9,767722;"Marinespeed"
"Dictyota dichotoma";56,390508;-6,214325;"Marinespeed"
"Dictyota dichotoma";51,602371;-9,588362;"Marinespeed"
"Dictyota dichotoma";54,574727;-8,928527;"Marinespeed"
"Dictyota dichotoma";51,518898;-9,009173;"Marinespeed"
"Dictyota dichotoma";52,039394;-10,332559;"Marinespeed"
"Dictyota dichotoma";49,814733;-6,449973;"Marinespeed"
"Dictyota dichotoma";59,96384;-1,464542;"Marinespeed"
"Dictyota dichotoma";53,565672;-10,415722;"Marinespeed"
"Dictyota dichotoma";53,484173;-6,042386;"Marinespeed"
"Dictyota dichotoma";51,6802;-10,314051;"Marinespeed"
"Dictyota dichotoma";57,571326;-5,848031;"Marinespeed"
"Dictyota dichotoma";53,935541;-6,173589;"Marinespeed"
"Dictyota dichotoma";55,163771;-5,14133;"Marinespeed"
"Dictyota dichotoma";54,735414;-4,175922;"Marinespeed"
"Dictyota dichotoma";50,706522;-2,851067;"Marinespeed"
"Dictyota dichotoma";54,090733;-4,906687;"Marinespeed"
"Dictyota dichotoma";58,355015;-6,617379;"Marinespeed"
"Dictyota dichotoma";57,028465;-5,956569;"Marinespeed"
"Dictyota dichotoma";55,768531;-5,987326;"Marinespeed"
"Dictyota dichotoma";53,286315;-4,70171;"Marinespeed"
"Dictyota dichotoma";50,67521;-4,832028;"Marinespeed"
"Dictyota dichotoma";52,316689;-9,907122;"Marinespeed"
"Dictyota dichotoma";49,941873;-5,346353;"Marinespeed"
"Dictyota dichotoma";54,575814;-8,773914;"Marinespeed"
"Dictyota dichotoma";54,935997;-8,624797;"Marinespeed"
"Dictyota dichotoma";55,706101;-5,025526;"Marinespeed"
"Dictyota dichotoma";50,708862;-1,576493;"Marinespeed"
"Dictyota dichotoma";54,283766;-5,543929;"Marinespeed"
"Dictyota dichotoma";51,643077;-5,61481;"Marinespeed"
"Dictyota dichotoma";53,196527;-4,696056;"Marinespeed"
"Dictyota dichotoma";51,792772;-8,145658;"Marinespeed"
"Dictyota dichotoma";51,590397;-10,309484;"Marinespeed"
"Dictyota dichotoma";50,771651;0,551431;"Marinespeed"
"Dictyota dichotoma";50,325347;-4,389644;"Marinespeed"
"Dictyota dichotoma";51,682958;-10,169584;"Marinespeed"
"Dictyota dichotoma";53,223042;-9,348215;"Marinespeed"
"Dictyota dichotoma";54,107251;-10,294182;"Marinespeed"
"Dictyota dichotoma";51,856846;-10,468274;"Marinespeed"
